time_s,rollAccelerationCommand_rps2,measuredRollRate_rps,rollAttitudeCommand_rad,measuredRollAttitude_rad
57.01,-0.0002538667,0.000106302,0,-3.878156e-06
57.02,-0.0002450004,0.0001048469,0,-4.19331e-06
57.03,-0.0002412676,0.0001046762,0,-4.508005e-06
57.04,-0.0002303078,0.0001025588,0,-4.822194e-06
57.05,-0.0002173311,0.0001002934,0,-5.13579e-06
57.06,-0.0002208534,0.0001020552,0,-5.448629e-06
57.07,-0.0002220168,0.0001032112,0,-5.760462e-06
57.08,-0.00020984,0.0001008799,0,-6.070959e-06
57.09,-0.0002028064,0.0001000744,0,-6.379691e-06
57.1,-0.0001980586,9.971479e-05,0,-6.68617e-06
57.11,-0.0001970595,0.0001001587,0,-6.989893e-06
57.12,-0.0002098861,0.0001043085,0,-7.290343e-06
57.13,-0.0002041015,0.0001037682,0,-7.586977e-06
57.14,-0.0001951204,0.0001024059,0,-7.879225e-06
57.15,-0.0001833752,0.000100329,0,-8.166516e-06
57.16,-0.0001859154,0.0001018237,0,-8.448338e-06
57.17,-0.0001875507,0.0001030692,0,-8.724253e-06
57.18,-0.0001778366,0.0001016835,0,-8.993865e-06
57.19,-0.000167954,0.0001001134,0,-9.256762e-06
57.2,-0.0001737736,0.0001025855,0,-9.512518e-06
57.21,-0.0001841331,0.0001059291,0,-9.760717e-06
57.22,-0.0001784798,0.0001053353,0,-1.000095e-05
57.23,-0.0001853553,0.0001078672,0,-1.023279e-05
57.24,-0.0001877195,0.000109358,0,-1.045582e-05
57.25,-0.0001969724,0.0001124305,0,-1.066968e-05
57.26,-0.0002186286,0.0001187106,0,-1.087407e-05
57.27,-0.0002189701,0.0001196016,0,-1.10688e-05
57.28,-0.0002265402,0.0001222779,0,-1.125375e-05
57.29,-0.000233686,0.0001249377,0,-1.142889e-05
57.3,-0.000237366,0.0001264507,0,-1.159435e-05
57.31,-0.0002335798,0.0001262947,0,-1.175041e-05
57.32,-0.0002496838,0.0001309936,0,-1.189746e-05
57.33,-0.0002593902,0.0001340518,0,-1.203599e-05
57.34,-0.0002470626,0.0001316646,0,-1.216656e-05
57.35,-0.000248302,0.0001325434,0,-1.228973e-05
57.36,-0.0002512589,0.000134195,0,-1.240609e-05
57.37,-0.0002474896,0.0001337715,0,-1.251625e-05
57.38,-0.0002428021,0.000133209,0,-1.262085e-05
57.39,-0.0002396694,0.0001330208,0,-1.272044e-05
57.4,-0.000235783,0.0001326248,0,-1.281554e-05
57.41,-0.0002365123,0.0001334951,0,-1.290662e-05
57.42,-0.0002401192,0.0001349526,0,-1.299406e-05
57.43,-0.0002449158,0.0001368134,0,-1.307816e-05
57.44,-0.0002387939,0.0001357936,0,-1.315914e-05
57.45,-0.0002350821,0.0001354854,0,-1.323714e-05
57.46,-0.0002325279,0.0001354571,0,-1.331227e-05
57.47,-0.0002326951,0.000136099,0,-1.33846e-05
57.48,-0.0002362978,0.0001377137,0,-1.345423e-05
57.49,-0.000233599,0.0001373642,0,-1.352117e-05
57.5,-0.0002358457,0.0001386052,0,-1.358544e-05
57.51,-0.0002335603,0.0001385798,0,-1.3647e-05
57.52,-0.0002354473,0.0001397099,0,-1.370581e-05
57.53,-0.0002291969,0.0001386599,0,-1.376184e-05
57.54,-0.0002361467,0.0001410356,0,-1.381504e-05
57.55,-0.0002252156,0.0001387812,0,-1.386536e-05
57.56,-0.0002234506,0.0001400024,0,-1.391276e-05
57.57,-0.0002133788,0.0001382841,0,-1.395717e-05
57.58,-0.0002165426,0.000139758,0,-1.399852e-05
57.59,-0.0002093945,0.0001387455,0,-1.403674e-05
57.6,-0.0002172178,0.0001414878,0,-1.407167e-05
57.61,-0.0002110842,0.0001407062,0,-1.410315e-05
57.62,-0.0002106369,0.0001412174,0,-1.413094e-05
57.63,-0.0002048002,0.0001406018,0,-1.41548e-05
57.64,-0.0002124592,0.0001433704,0,-1.41745e-05
57.65,-0.0002077009,0.0001428768,0,-1.418982e-05
57.66,-0.000201603,0.000141904,0,-1.420059e-05
57.67,-0.0001913032,0.0001402243,0,-1.420661e-05
57.68,-0.0001943278,0.0001415187,0,-1.420772e-05
57.69,-0.0001898296,0.0001412637,0,-1.420379e-05
57.7,-0.0001865531,0.0001411841,0,-1.419468e-05
57.71,-0.000186014,0.0001417711,0,-1.418021e-05
57.72,-0.0001835429,0.0001417305,0,-1.41602e-05
57.73,-0.0001913794,0.0001443835,0,-1.413441e-05
57.74,-0.0001887093,0.0001442555,0,-1.410262e-05
57.75,-0.0001931348,0.0001461353,0,-1.406458e-05
57.76,-0.0001950833,0.0001472545,0,-1.402006e-05
57.77,-0.0001941614,0.0001477504,0,-1.396888e-05
57.78,-0.0001905297,0.0001474231,0,-1.391091e-05
57.79,-0.0001741586,0.0001439902,0,-1.384608e-05
57.8,-0.0001683728,0.0001430777,0,-1.377436e-05
57.81,-0.0001669609,0.0001432408,0,-1.36958e-05
57.82,-0.0001629022,0.0001427177,0,-1.361041e-05
57.83,-0.0001644095,0.0001436967,0,-1.351819e-05
57.84,-0.0001568678,0.0001423815,0,-1.341901e-05
57.85,-0.0001665116,0.0001453658,0,-1.33127e-05
57.86,-0.0001720686,0.0001472993,0,-1.3199e-05
57.87,-0.0001894301,0.0001519326,0,-1.307764e-05
57.88,-0.0001854046,0.0001514046,0,-1.294835e-05
57.89,-0.000171874,0.0001484688,0,-1.281089e-05
57.9,-0.0001673551,0.0001476518,0,-1.266509e-05
57.91,-0.0001651884,0.0001475221,0,-1.251091e-05
57.92,-0.0001691651,0.0001489163,0,-1.234845e-05
57.93,-0.0001666058,0.0001486427,0,-1.217783e-05
57.94,-0.0001634342,0.0001481913,0,-1.199913e-05
57.95,-0.0001604999,0.0001477758,0,-1.181235e-05
57.96,-0.0001701653,0.0001502598,0,-1.161748e-05
57.97,-0.0001649496,0.0001492188,0,-1.141446e-05
57.98,-0.0001704857,0.0001507423,0,-1.120323e-05
57.99,-0.0001788172,0.0001530655,0,-1.09837e-05
58,-0.0001796779,0.0001532439,0,-1.075579e-05
58.01,-0.0001727576,0.0001516827,0,-1.051944e-05
58.02,-0.000183548,0.0001545581,0,-1.027463e-05
58.03,-0.0002031365,0.0001596222,0,-1.002139e-05
58.04,-0.0002126385,0.0001620032,0,-9.759829e-06
58.05,-0.0002175933,0.0001630925,0,-9.490067e-06
58.06,-0.0002322331,0.000166839,0,-9.212272e-06
58.07,-0.0002365064,0.0001678408,0,-8.926705e-06
58.08,-0.0002387074,0.0001682983,0,-8.633767e-06
58.09,-0.0002469585,0.0001703815,0,-8.333985e-06
58.1,-0.0002572162,0.0001727093,0,-8.027998e-06
58.11,-0.0002524526,0.0001713617,0,-7.716536e-06
58.12,-0.0002557363,0.0001719057,0,-7.400369e-06
58.13,-0.0002691824,0.0001751151,0,-7.080289e-06
58.14,-0.0002700358,0.0001751525,0,-6.757096e-06
58.15,-0.000270709,0.0001748925,0,-6.431576e-06
58.16,-0.0002774512,0.0001762722,0,-6.104483e-06
58.17,-0.0002807373,0.0001766621,0,-5.776548e-06
58.18,-0.0002786537,0.0001759454,0,-5.448497e-06
58.19,-0.0002910769,0.0001788847,0,-5.121024e-06
58.2,-0.0002861307,0.000177213,0,-4.794791e-06
58.21,-0.0002927608,0.0001784522,0,-4.470427e-06
58.22,-0.0002791681,0.0001746141,0,-4.148517e-06
58.23,-0.0002835604,0.0001753088,0,-3.829621e-06
58.24,-0.0002790068,0.0001738878,0,-3.514265e-06
58.25,-0.0002782893,0.0001733234,0,-3.202936e-06
58.26,-0.000275414,0.0001722264,0,-2.896044e-06
58.27,-0.0002817969,0.0001733492,0,-2.593905e-06
58.28,-0.0002734641,0.000170907,0,-2.296749e-06
58.29,-0.0002755956,0.0001709924,0,-2.004724e-06
58.3,-0.0002670714,0.0001685345,0,-1.717909e-06
58.31,-0.0002724198,0.0001694617,0,-1.436331e-06
58.32,-0.0002761326,0.0001699912,0,-1.159979e-06
58.33,-0.0002766578,0.0001696133,0,-8.887993e-07
58.34,-0.0002749465,0.000168933,0,-6.22696e-07
58.35,-0.0002811202,0.0001701349,0,-3.615452e-07
58.36,-0.0002846947,0.0001706958,0,-1.052232e-07
58.37,-0.0002874622,0.000170824,0,1.463742e-07
58.38,-0.0002892198,0.0001712003,0,3.933301e-07
58.39,-0.0003010176,0.0001736374,0,6.357013e-07
58.4,-0.0003006958,0.0001730308,0,8.735076e-07
58.41,-0.0003081943,0.000174654,0,1.106722e-06
58.42,-0.0003013515,0.0001725707,0,1.335271e-06
58.43,-0.0003050457,0.0001731509,0,1.559018e-06
58.44,-0.0003168276,0.0001757825,0,1.777763e-06
58.45,-0.0003230178,0.0001771486,0,1.991258e-06
58.46,-0.0003264414,0.0001774718,0,2.199234e-06
58.47,-0.0003098506,0.0001730187,0,2.40142e-06
58.48,-0.0003180497,0.0001745813,0,2.597519e-06
58.49,-0.0003182389,0.0001745145,0,2.787186e-06
58.5,-0.0003181323,0.0001742814,0,2.970044e-06
58.51,-0.0003215959,0.0001747199,0,3.145743e-06
58.52,-0.0003214438,0.0001743905,0,3.313983e-06
58.53,-0.0003280062,0.0001757782,0,3.474505e-06
58.54,-0.0003226562,0.0001740734,0,3.627083e-06
58.55,-0.0003242192,0.0001743764,0,3.771509e-06
58.56,-0.0003165341,0.0001721405,0,3.907589e-06
58.57,-0.0003032406,0.0001686383,0,4.035133e-06
58.58,-0.0002915189,0.0001656847,0,4.153967e-06
58.59,-0.0002897822,0.0001650264,0,4.263943e-06
58.6,-0.0003020149,0.0001679031,0,4.364963e-06
58.61,-0.0002926841,0.000165386,0,4.457027e-06
58.62,-0.0002862275,0.0001636203,0,4.540272e-06
58.63,-0.0002854325,0.000163429,0,4.614951e-06
58.64,-0.0002797661,0.0001619192,0,4.681359e-06
58.65,-0.0002837009,0.0001628466,0,4.7398e-06
58.66,-0.000288503,0.0001640172,0,4.790598e-06
58.67,-0.0002886467,0.0001640407,0,4.8341e-06
58.68,-0.0002863891,0.0001634836,0,4.870675e-06
58.69,-0.0002797264,0.000161841,0,4.90069e-06
58.7,-0.0002862578,0.0001635376,0,4.924476e-06
58.71,-0.0002844775,0.0001631645,0,4.942317e-06
58.72,-0.0002752294,0.0001609331,0,4.954455e-06
58.73,-0.0002770807,0.0001615119,0,4.961117e-06
58.74,-0.0002745914,0.0001610175,0,4.962527e-06
58.75,-0.000260471,0.0001576158,0,4.958896e-06
58.76,-0.0002618574,0.0001581307,0,4.950442e-06
58.77,-0.0002601512,0.0001577613,0,4.937398e-06
58.78,-0.0002809043,0.0001631761,0,4.920013e-06
58.79,-0.0002803564,0.0001632524,0,4.898578e-06
58.8,-0.0002685673,0.0001605155,0,4.873429e-06
58.81,-0.0002542089,0.0001571452,0,4.84491e-06
58.82,-0.0002521123,0.0001568703,0,4.813307e-06
58.83,-0.0002551063,0.0001578867,0,4.778813e-06
58.84,-0.0002673778,0.0001612469,0,4.741583e-06
58.85,-0.0002625939,0.0001603281,0,4.701816e-06
58.86,-0.0002581318,0.0001592541,0,4.659774e-06
58.87,-0.0002530472,0.000158273,0,4.615751e-06
58.88,-0.0002467146,0.0001569929,0,4.570011e-06
58.89,-0.0002378165,0.0001550747,0,4.522765e-06
58.9,-0.0002254649,0.0001521717,0,4.474202e-06
58.91,-0.0002176776,0.0001505428,0,4.424524e-06
58.92,-0.0002252228,0.0001527782,0,4.373965e-06
58.93,-0.000218015,0.0001513078,0,4.322818e-06
58.94,-0.0002058844,0.000148357,0,4.271461e-06
58.95,-0.0002049962,0.0001484763,0,4.220358e-06
58.96,-0.000211756,0.0001505265,0,4.170015e-06
58.97,-0.0002182334,0.0001525047,0,4.12095e-06
58.98,-0.0002179267,0.0001527744,0,4.073707e-06
58.99,-0.0002151906,0.000152429,0,4.028846e-06
59,-0.0002168013,0.0001531711,0,3.986901e-06
59.01,-0.0002180832,0.0001538237,0,3.94833e-06
59.02,-0.0002248363,0.0001558442,0,3.913506e-06
59.03,-0.0002300274,0.0001573404,0,3.882731e-06
59.04,-0.0002332117,0.000158443,0,3.856253e-06
59.05,-0.0002389808,0.000160189,0,3.834271e-06
59.06,-0.0002335872,0.0001591172,0,3.816915e-06
59.07,-0.0002352108,0.0001597993,0,3.804238e-06
59.08,-0.0002315322,0.0001590142,0,3.796216e-06
59.09,-0.0002473468,0.000163241,0,3.792756e-06
59.1,-0.0002299982,0.000159121,0,3.793725e-06
59.11,-0.0002363634,0.0001609541,0,3.798982e-06
59.12,-0.000232797,0.0001602796,0,3.808387e-06
59.13,-0.0002408523,0.0001625178,0,3.821793e-06
59.14,-0.0002475593,0.0001641619,0,3.839044e-06
59.15,-0.0002521322,0.0001655011,0,3.860017e-06
59.16,-0.0002606655,0.0001678343,0,3.884604e-06
59.17,-0.0002652843,0.0001690515,0,3.912696e-06
59.18,-0.0002614753,0.0001682613,0,3.944155e-06
59.19,-0.00025739,0.0001671513,0,3.97879e-06
59.2,-0.0002466505,0.0001646014,0,4.01635e-06
59.21,-0.0002504786,0.000165715,0,4.056528e-06
59.22,-0.000239628,0.0001631311,0,4.098995e-06
59.23,-0.0002388948,0.0001629632,0,4.143444e-06
59.24,-0.0002439216,0.0001643592,0,4.189637e-06
59.25,-0.0002479473,0.0001653796,0,4.237424e-06
59.26,-0.0002487131,0.0001656962,0,4.286737e-06
59.27,-0.0002465365,0.0001650262,0,4.337597e-06
59.28,-0.0002410416,0.000163758,0,4.390062e-06
59.29,-0.0002251143,0.0001597456,0,4.444191e-06
59.3,-0.0002264919,0.000159955,0,4.500026e-06
59.31,-0.000233152,0.0001617321,0,4.557599e-06
59.32,-0.0002310451,0.0001611833,0,4.616966e-06
59.33,-0.00023205,0.0001614092,0,4.678247e-06
59.34,-0.0002346955,0.0001621652,0,4.741638e-06
59.35,-0.0002342457,0.0001618939,0,4.807371e-06
59.36,-0.0002477582,0.0001652445,0,4.875673e-06
59.37,-0.0002488125,0.0001653361,0,4.946745e-06
59.38,-0.0002402908,0.0001631329,0,5.020755e-06
59.39,-0.0002426898,0.0001636719,0,5.097828e-06
59.4,-0.0002407054,0.0001632235,0,5.178026e-06
59.41,-0.0002420564,0.0001632398,0,5.261341e-06
59.42,-0.000245774,0.0001639584,0,5.347724e-06
59.43,-0.0002563134,0.0001665122,0,5.437127e-06
59.44,-0.0002649246,0.0001685771,0,5.529504e-06
59.45,-0.0002590765,0.0001668755,0,5.624813e-06
59.46,-0.0002642278,0.0001678074,0,5.723008e-06
59.47,-0.0002518304,0.0001646862,0,5.824001e-06
59.48,-0.0002466198,0.0001631291,0,5.927637e-06
59.49,-0.0002505179,0.0001638503,0,6.033705e-06
59.5,-0.0002444061,0.0001620494,0,6.141975e-06
59.51,-0.0002406945,0.0001608479,0,6.252239e-06
59.52,-0.000246846,0.0001620001,0,6.364357e-06
59.53,-0.0002576534,0.0001645626,0,6.478253e-06
59.54,-0.0002688708,0.0001669847,0,6.593904e-06
59.55,-0.0002683185,0.0001664375,0,6.711338e-06
59.56,-0.0002788343,0.0001689163,0,6.830605e-06
59.57,-0.0002887312,0.0001709956,0,6.95171e-06
59.58,-0.0002793776,0.0001682243,0,7.074573e-06
59.59,-0.0002888936,0.0001703185,0,7.199021e-06
59.6,-0.0002794497,0.0001675226,0,7.324802e-06
59.61,-0.0002817236,0.0001676691,0,7.451581e-06
59.62,-0.0002941742,0.0001706201,0,7.578975e-06
59.63,-0.0002988498,0.0001711304,0,7.706596e-06
59.64,-0.0003067339,0.0001728061,0,7.834076e-06
59.65,-0.0003198757,0.0001754475,0,7.961086e-06
59.66,-0.0003374924,0.0001795781,0,8.087309e-06
59.67,-0.0003279769,0.0001767762,0,8.212402e-06
59.68,-0.0003267045,0.0001759262,0,8.33598e-06
59.69,-0.0003282893,0.0001759214,0,8.457579e-06
59.7,-0.0003292077,0.0001756373,0,8.576643e-06
59.71,-0.0003298043,0.000175402,0,8.692554e-06
59.72,-0.0003254203,0.0001738055,0,8.804705e-06
59.73,-0.0003187076,0.0001715105,0,8.91254e-06
59.74,-0.0003115598,0.000169241,0,9.015554e-06
59.75,-0.0003015508,0.0001665167,0,9.113301e-06
59.76,-0.0003154993,0.00016947,0,9.205405e-06
59.77,-0.0003247919,0.000171383,0,9.291587e-06
59.78,-0.0003250632,0.0001710483,0,9.37168e-06
59.79,-0.0003355044,0.0001732889,0,9.445635e-06
59.8,-0.0003341063,0.0001725698,0,9.513467e-06
59.81,-0.000332281,0.000171638,0,9.575181e-06
59.82,-0.0003285053,0.0001702312,0,9.630736e-06
59.83,-0.0003315341,0.0001706775,0,9.680031e-06
59.84,-0.0003258892,0.0001688416,0,9.722923e-06
59.85,-0.0003114066,0.0001649224,0,9.759254e-06
59.86,-0.000316163,0.0001657409,0,9.788887e-06
59.87,-0.0003171487,0.0001656281,0,9.811713e-06
59.88,-0.0003169065,0.000165227,0,9.827666e-06
59.89,-0.0003083905,0.0001628884,0,9.836757e-06
59.9,-0.0003027137,0.0001610409,0,9.839069e-06
59.91,-0.0002857181,0.0001564838,0,9.834725e-06
59.92,-0.0002857072,0.0001562209,0,9.823861e-06
59.93,-0.0002846688,0.0001557188,0,9.80664e-06
59.94,-0.0002940235,0.0001579714,0,9.783285e-06
59.95,-0.000279624,0.0001540247,0,9.754101e-06
59.96,-0.0002764814,0.0001529197,0,9.719477e-06
59.97,-0.0002876321,0.0001556713,0,9.679839e-06
59.98,-0.0002692356,0.0001508897,0,9.635603e-06
59.99,-0.0002558689,0.0001472601,0,9.587168e-06
60,-0.0002631653,0.0001488366,0,9.534933e-06
60.01,-0.0002650993,0.0001493226,0,9.479281e-06
60.02,-0.0002638804,0.0001489088,0,9.42059e-06
60.03,-0.000271403,0.0001505759,0,9.359276e-06
60.04,-0.0002756743,0.0001514309,0,9.295796e-06
60.05,-0.0002697782,0.0001499824,0,9.230589e-06
60.06,-0.0002689316,0.0001494467,0,9.16405e-06
60.07,-0.0002726219,0.0001504167,0,9.096502e-06
60.08,-0.0002750801,0.0001509672,0,9.028183e-06
60.09,-0.0002725234,0.0001501337,0,8.959259e-06
60.1,-0.0002856032,0.0001532329,0,8.889859e-06
60.11,-0.0002773005,0.0001512043,0,8.820077e-06
60.12,-0.0002739422,0.0001503044,0,8.749969e-06
60.13,-0.0002810619,0.0001519154,0,8.679558e-06
60.14,-0.0002899281,0.0001539654,0,8.608822e-06
60.15,-0.0003045301,0.0001575841,0,8.537701e-06
60.16,-0.0003016842,0.0001569435,0,8.466136e-06
60.17,-0.0003146854,0.0001599245,0,8.394061e-06
60.18,-0.0003301548,0.0001637661,0,8.321367e-06
60.19,-0.0003404298,0.0001663112,0,8.247858e-06
60.2,-0.0003460349,0.000167563,0,8.173253e-06
60.21,-0.0003415369,0.0001663989,0,8.097182e-06
60.22,-0.0003516431,0.0001687936,0,8.019168e-06
60.23,-0.0003407566,0.0001660367,0,7.938616e-06
60.24,-0.0003348269,0.0001645383,0,7.85485e-06
60.25,-0.0003404842,0.0001657187,0,7.767158e-06
60.26,-0.0003346462,0.0001643841,0,7.674842e-06
60.27,-0.0003407805,0.0001659602,0,7.577255e-06
60.28,-0.0003501285,0.0001682333,0,7.473846e-06
60.29,-0.000355266,0.0001694612,0,7.364169e-06
60.3,-0.0003574467,0.0001700865,0,7.247865e-06
60.31,-0.0003463902,0.0001675268,0,7.12464e-06
60.32,-0.0003364747,0.0001650292,0,6.994213e-06
60.33,-0.000334371,0.000164632,0,6.856284e-06
60.34,-0.0003161222,0.0001600752,0,6.710541e-06
60.35,-0.0003183924,0.0001606968,0,6.556709e-06
60.36,-0.0003127367,0.0001595931,0,6.394597e-06
60.37,-0.0003134917,0.0001600058,0,6.224131e-06
60.38,-0.000310839,0.0001594563,0,6.045371e-06
60.39,-0.0003161338,0.0001609237,0,5.858511e-06
60.4,-0.0003073553,0.0001591186,0,5.663841e-06
60.41,-0.0002962955,0.000156642,0,5.461703e-06
60.42,-0.0002912831,0.0001557007,0,5.252461e-06
60.43,-0.0002925272,0.0001563499,0,5.036468e-06
60.44,-0.0002959871,0.0001576953,0,4.814073e-06
60.45,-0.0003043654,0.0001601724,0,4.585654e-06
60.46,-0.0003032812,0.0001602808,0,4.351635e-06
60.47,-0.0003090611,0.0001622511,0,4.11247e-06
60.48,-0.0003021944,0.0001610553,0,3.868599e-06
60.49,-0.0002955725,0.0001598082,0,3.620398e-06
60.5,-0.0002870657,0.0001582166,0,3.368162e-06
60.51,-0.0002939787,0.0001603921,0,3.112111e-06
60.52,-0.000284736,0.0001585107,0,2.852416e-06
60.53,-0.0002841008,0.0001591711,0,2.589245e-06
60.54,-0.0002869379,0.0001603517,0,2.322794e-06
60.55,-0.0002680985,0.0001562012,0,2.053287e-06
60.56,-0.0002663978,0.0001564929,0,1.780963e-06
60.57,-0.0002605236,0.00015562,0,1.50607e-06
60.58,-0.000244668,0.000152361,0,1.228866e-06
60.59,-0.0002322606,0.0001498526,0,9.496346e-07
60.6,-0.0002289871,0.0001497637,0,6.687018e-07
60.61,-0.0002221837,0.0001489143,0,3.864445e-07
60.62,-0.0002205802,0.0001490065,0,1.03311e-07
60.63,-0.0002121822,0.0001477488,0,-1.801607e-07
60.64,-0.0002101667,0.0001479798,0,-4.63356e-07
60.65,-0.0002018027,0.0001466063,0,-7.4561e-07
60.66,-0.0001940297,0.0001456204,0,-1.026241e-06
60.67,-0.000185763,0.0001440159,0,-1.304569e-06
60.68,-0.0001831386,0.0001443002,0,-1.579914e-06
60.69,-0.0001869593,0.0001459597,0,-1.851606e-06
60.7,-0.0001890372,0.0001472839,0,-2.118967e-06
60.71,-0.0001895734,0.0001482076,0,-2.381303e-06
60.72,-0.0001925683,0.0001498546,0,-2.637925e-06
60.73,-0.0001895564,0.000149851,0,-2.888182e-06
60.74,-0.0001883075,0.0001502663,0,-3.131499e-06
60.75,-0.000181222,0.0001494371,0,-3.367388e-06
60.76,-0.0001838166,0.0001506553,0,-3.595449e-06
60.77,-0.0001701243,0.0001478674,0,-3.815365e-06
60.78,-0.0001611312,0.0001464855,0,-4.026866e-06
60.79,-0.0001513734,0.000144768,0,-4.229707e-06
60.8,-0.0001601538,0.0001476819,0,-4.423647e-06
60.81,-0.0001684813,0.0001505767,0,-4.608426e-06
60.82,-0.0001720456,0.0001520019,0,-4.783734e-06
60.83,-0.0001702032,0.0001522779,0,-4.949198e-06
60.84,-0.0001806323,0.0001554924,0,-5.104429e-06
60.85,-0.0001908037,0.0001584849,0,-5.249083e-06
60.86,-0.0002063281,0.0001630351,0,-5.382903e-06
60.87,-0.0002215605,0.0001674854,0,-5.50572e-06
60.88,-0.0002272104,0.0001694923,0,-5.617463e-06
60.89,-0.000223215,0.0001690402,0,-5.71818e-06
60.9,-0.0002185092,0.0001683763,0,-5.808067e-06
60.91,-0.000226623,0.0001709042,0,-5.887488e-06
60.92,-0.0002233801,0.0001705454,0,-5.956952e-06
60.93,-0.000232504,0.0001732675,0,-6.017034e-06
60.94,-0.0002455807,0.0001769558,0,-6.068309e-06
60.95,-0.0002522974,0.0001790186,0,-6.111318e-06
60.96,-0.0002496197,0.000178694,0,-6.146569e-06
60.97,-0.0002501725,0.0001791582,0,-6.174547e-06
60.98,-0.0002617172,0.0001826099,0,-6.195758e-06
60.99,-0.0002657003,0.0001838981,0,-6.210749e-06
61,-0.0002754196,0.0001866025,0,-6.220077e-06
61.01,-0.0002668373,0.0001848093,0,-6.224284e-06
61.02,-0.0002791185,0.0001881259,0,-6.223889e-06
61.03,-0.0002733744,0.0001871365,0,-6.219399e-06
61.04,-0.0002695984,0.0001863871,0,-6.211293e-06
61.05,-0.0002666202,0.0001858189,0,-6.199987e-06
61.06,-0.000268589,0.0001864831,0,-6.185776e-06
61.07,-0.0002772782,0.0001889489,0,-6.168772e-06
61.08,-0.0002618069,0.0001853298,0,-6.148879e-06
61.09,-0.0002571227,0.0001842876,0,-6.125826e-06
61.1,-0.0002578072,0.0001845793,0,-6.099251e-06
61.11,-0.0002471818,0.0001820133,0,-6.068765e-06
61.12,-0.0002554509,0.00018443,0,-6.033974e-06
61.13,-0.0002586496,0.0001854381,0,-5.994471e-06
61.14,-0.0002690822,0.0001881215,0,-5.949842e-06
61.15,-0.0002735605,0.0001895322,0,-5.899667e-06
61.16,-0.000275846,0.0001901323,0,-5.843546e-06
61.17,-0.0002713351,0.0001891202,0,-5.781179e-06
61.18,-0.0002785647,0.0001909211,0,-5.712455e-06
61.19,-0.0002845361,0.0001925063,0,-5.63748e-06
61.2,-0.0002909853,0.0001940734,0,-5.556554e-06
61.21,-0.0002955187,0.0001951388,0,-5.470098e-06
61.22,-0.0002930834,0.000194682,0,-5.378599e-06
61.23,-0.0002843745,0.0001925153,0,-5.282596e-06
61.24,-0.0002891717,0.0001936053,0,-5.182664e-06
61.25,-0.0002720188,0.0001894065,0,-5.079406e-06
61.26,-0.0002658021,0.0001877078,0,-4.973411e-06
61.27,-0.0002621572,0.0001866411,0,-4.865209e-06
61.28,-0.0002524456,0.0001841651,0,-4.75525e-06
61.29,-0.0002457558,0.0001823231,0,-4.643871e-06
61.3,-0.0002457299,0.0001822713,0,-4.531271e-06
61.31,-0.0002413911,0.0001810098,0,-4.417521e-06
61.32,-0.0002411347,0.0001810123,0,-4.302574e-06
61.33,-0.0002404271,0.0001806553,0,-4.186283e-06
61.34,-0.0002332382,0.0001786561,0,-4.068426e-06
61.35,-0.0002265632,0.0001767801,0,-3.948741e-06
61.36,-0.0002204853,0.0001750479,0,-3.826955e-06
61.37,-0.0002271321,0.0001766314,0,-3.702801e-06
61.38,-0.000223267,0.0001754432,0,-3.576012e-06
61.39,-0.0002359298,0.0001783995,0,-3.446309e-06
61.4,-0.0002275053,0.0001760439,0,-3.313393e-06
61.41,-0.0002406879,0.0001791122,0,-3.176973e-06
61.42,-0.0002436777,0.0001797298,0,-3.036793e-06
61.43,-0.0002432102,0.0001793466,0,-2.892658e-06
61.44,-0.000232285,0.0001763191,0,-2.744449e-06
61.45,-0.0002415156,0.000178349,0,-2.592128e-06
61.46,-0.0002369244,0.0001768923,0,-2.43575e-06
61.47,-0.0002387718,0.0001769214,0,-2.275443e-06
61.48,-0.0002475337,0.0001787998,0,-2.111359e-06
61.49,-0.0002498641,0.0001790546,0,-1.943654e-06
61.5,-0.0002580794,0.0001807801,0,-1.772486e-06
61.51,-0.0002587383,0.0001804737,0,-1.598016e-06
61.52,-0.0002600177,0.0001804354,0,-1.420429e-06
61.53,-0.0002555156,0.0001789388,0,-1.239958e-06
61.54,-0.0002584328,0.000179301,0,-1.056887e-06
61.55,-0.0002629332,0.0001798095,0,-8.715494e-07
61.56,-0.0002523428,0.0001766361,0,-6.84299e-07
61.57,-0.0002633211,0.0001790097,0,-4.954839e-07
61.58,-0.0002682217,0.0001797323,0,-3.054354e-07
61.59,-0.0002616095,0.0001776773,0,-1.144651e-07
61.6,-0.0002568032,0.0001758323,0,7.715306e-08
61.61,-0.0002541755,0.000174652,0,2.691777e-07
61.62,-0.0002611813,0.0001757754,0,4.613716e-07
61.63,-0.0002675901,0.0001768703,0,6.535121e-07
61.64,-0.0002716251,0.0001773732,0,8.45422e-07
61.65,-0.0002717488,0.0001767715,0,1.036983e-06
61.66,-0.0002690632,0.0001755858,0,1.228111e-06
61.67,-0.0002713407,0.000175531,0,1.418719e-06
61.68,-0.0002640898,0.0001732029,0,1.608697e-06
61.69,-0.0002705443,0.0001743276,0,1.797915e-06
61.7,-0.0002637815,0.0001718859,0,1.986243e-06
61.71,-0.0002589338,0.0001700474,0,2.173576e-06
61.72,-0.0002612529,0.0001700193,0,2.359838e-06
61.73,-0.0002657489,0.0001705436,0,2.544988e-06
61.74,-0.0002716393,0.0001713006,0,2.729018e-06
61.75,-0.000269918,0.0001703913,0,2.911969e-06
61.76,-0.0002755443,0.0001710944,0,3.093922e-06
